a1,a2,a3,a4,a5,res
15,105,0.14285714285714285,0.22412698412698412,0.19555555555555557,Printed_extended
22,69,0.3188405797101449,0.22068511198945984,0.13702239789196313,Printed_extended
6,9,0.6666666666666666,0.35185185185185186,0.07407407407407407,Printed_extended
16,34,0.47058823529411764,0.4430147058823529,0.27389705882352944,Printed_extended
11,79,0.13924050632911392,0.4039125431530496,0.17951668584579977,Printed_extended
15,41,0.36585365853658536,0.34796747967479674,0.0959349593495935,Printed_extended
15,22,0.6818181818181818,0.3606060606060606,0.24848484848484853,Printed_extended
22,338,0.0650887573964497,0.3518020441097364,0.17159763313609466,Printed_extended
39,25,1.56,0.34564102564102556,0.11897435897435898,Printed_extended
21,128,0.1640625,0.2697172619047619,0.14508928571428573,Printed_extended
15,41,0.36585365853658536,0.26991869918699185,0.25691056910569104,Printed_extended
27,66,0.4090909090909091,0.3597081930415263,0.11167227833894498,Printed_extended
14,116,0.1206896551724138,0.19088669950738915,0.22536945812807882,Printed_extended
14,69,0.2028985507246377,0.22360248447204967,0.18633540372670804,Printed_extended
15,156,0.09615384615384616,0.3136752136752137,0.16538461538461538,Printed_extended
12,52,0.23076923076923078,0.596153846153846,0.0689102564102564,Printed_extended
21,23,0.9130434782608695,0.3354037267080745,0.1656314699792961,Printed_extended
15,93,0.16129032258064516,0.18924731182795693,0.18709677419354837,Printed_extended
24,148,0.16216216216216217,0.223536036036036,0.1365427927927928,Printed_extended
16,9,1.7777777777777777,0.4375,0.25,Printed_extended
20,77,0.2597402597402597,0.2616883116883117,0.15454545454545454,Printed_extended
16,61,0.26229508196721313,0.3698770491803279,0.2653688524590164,Printed_extended
15,206,0.07281553398058252,0.20258899676375405,0.21812297734627828,Printed_extended
12,40,0.3,0.25416666666666665,0.22916666666666666,Printed_extended
19,91,0.2087912087912088,0.21573163678426838,0.1839213418160787,Printed_extended
6,22,0.2727272727272727,0.24999999999999997,0.13636363636363635,Printed_extended
19,36,0.5277777777777778,0.4736842105263158,0.1725146198830409,Printed_extended
12,162,0.07407407407407407,0.22839506172839505,0.19032921810699588,Printed_extended
20,83,0.24096385542168675,0.26445783132530126,0.1674698795180723,Printed_extended
24,41,0.5853658536585366,0.39024390243902435,0.1361788617886179,Printed_extended
24,148,0.16216216216216217,0.22409909909909914,0.1373873873873874,Printed_extended
18,142,0.1267605633802817,0.27425665101721436,0.16549295774647887,Printed_extended
21,128,0.1640625,0.26822916666666663,0.14918154761904762,Printed_extended
11,36,0.3055555555555556,0.24242424242424246,0.20202020202020202,Printed_extended
35,258,0.13565891472868216,0.17619047619047618,0.17187153931339977,Printed_extended
10,29,0.3448275862068966,0.2310344827586207,0.1793103448275862,Printed_extended
15,52,0.28846153846153844,0.2602564102564103,0.20384615384615384,Printed_extended
9,28,0.32142857142857145,0.33730158730158727,0.26587301587301587,Printed_extended
17,176,0.09659090909090909,0.23061497326203206,0.17546791443850268,Printed_extended
24,148,0.16216216216216217,0.18496621621621623,0.1376689189189189,Printed_extended
20,77,0.2597402597402597,0.26038961038961045,0.15714285714285714,Printed_extended
6,22,0.2727272727272727,0.25,0.13636363636363635,Printed_extended
17,132,0.12878787878787878,0.23663101604278078,0.16532976827094473,Printed_extended
39,25,1.56,0.3435897435897436,0.1271794871794872,Printed_extended
15,33,0.45454545454545453,0.37171717171717167,0.2,Printed_extended
22,186,0.11827956989247312,0.23851417399804495,0.1356304985337243,Printed_extended
20,77,0.2597402597402597,0.41558441558441567,0.07142857142857141,Printed_extended
20,40,0.5,0.36374999999999996,0.1775,Printed_extended
21,46,0.45652173913043476,0.25258799171842644,0.13768115942028986,Printed_extended
22,17,1.2941176470588236,0.33957219251336895,0.15775401069518713,Printed_extended
12,56,0.21428571428571427,0.20089285714285715,0.255952380952381,Printed_extended
21,14,1.5,0.3741496598639456,0.13605442176870752,Printed_extended
24,148,0.16216216216216217,0.21903153153153151,0.13457207207207209,Printed_extended
11,79,0.13924050632911392,0.42692750287686987,0.1611047180667434,Printed_extended
20,40,0.5,0.3625,0.1725,Printed_extended
15,206,0.07281553398058252,0.6012944983818771,0.087378640776699,Printed_extended
9,28,0.32142857142857145,0.3412698412698412,0.26587301587301587,Printed_extended
15,71,0.2112676056338028,0.3248826291079811,0.20000000000000004,Printed_extended
17,75,0.22666666666666666,0.27529411764705886,0.18509803921568627,Printed_extended
10,29,0.3448275862068966,0.2482758620689656,0.17241379310344826,Printed_extended
16,151,0.10596026490066225,0.2769039735099338,0.19370860927152317,Printed_extended
20,53,0.37735849056603776,0.18301886792452826,0.1566037735849057,Printed_extended
15,22,0.6818181818181818,0.36060606060606065,0.2454545454545455,Printed_extended
21,177,0.11864406779661017,0.39144471347861176,0.15738498789346247,Printed_extended
12,151,0.07947019867549669,0.2411699779249448,0.2643487858719647,Printed_extended
16,45,0.35555555555555557,0.3527777777777778,0.20416666666666666,Printed_extended
21,46,0.45652173913043476,0.25051759834368525,0.13768115942028986,Printed_extended
15,71,0.2112676056338028,0.31455399061032857,0.21408450704225354,Printed_extended
30,27,1.1111111111111112,0.717283950617284,0.05679012345679011,Printed_extended
26,90,0.28888888888888886,0.38632478632478623,0.13589743589743591,Printed_extended
20,53,0.37735849056603776,0.4933962264150943,0.06415094339622643,Printed_extended
20,84,0.23809523809523808,0.2636904761904762,0.1744047619047619,Printed_extended
21,14,1.5,0.5714285714285714,0.17006802721088432,Printed_extended
16,66,0.24242424242424243,0.39867424242424243,0.24526515151515155,Printed_extended
15,94,0.1595744680851064,0.26382978723404255,0.20638297872340425,Printed_extended
44,73,0.6027397260273972,0.7714819427148194,0.037359900373599,Printed_extended
20,62,0.3225806451612903,0.23145161290322583,0.16532258064516125,Printed_extended
30,27,1.1111111111111112,0.32098765432098764,0.1259259259259259,Printed_extended
21,128,0.1640625,0.20238095238095238,0.14434523809523808,Printed_extended
19,36,0.5277777777777778,0.4795321637426901,0.1695906432748538,Printed_extended
15,71,0.2112676056338028,0.30985915492957733,0.20375586854460095,Printed_extended
13,32,0.40625,0.25240384615384615,0.30528846153846156,Printed_extended
15,340,0.04411764705882353,0.2988235294117647,0.16372549019607838,Printed_extended
22,116,0.1896551724137931,0.274294670846395,0.14145768025078367,Printed_extended
27,66,0.4090909090909091,0.35970819304152635,0.11167227833894498,Printed_extended
22,52,0.4230769230769231,0.16520979020979024,0.10402097902097904,Printed_extended
18,94,0.19148936170212766,0.309692671394799,0.19562647754137116,Printed_extended
22,183,0.12021857923497267,0.25484351713859904,0.1507699950322901,Printed_extended
22,84,0.2619047619047619,0.25054112554112556,0.15151515151515152,Printed_extended
18,40,0.45,0.38888888888888895,0.2263888888888889,Printed_extended
13,31,0.41935483870967744,0.21836228287841192,0.3076923076923077,Printed_extended
20,53,0.37735849056603776,0.25943396226415094,0.14905660377358493,Printed_extended
15,71,0.2112676056338028,0.2985915492957745,0.21596244131455403,Printed_extended
9,28,0.32142857142857145,0.2341269841269841,0.26587301587301587,Printed_extended
21,69,0.30434782608695654,0.23602484472049684,0.13595583160800553,Printed_extended
11,36,0.3055555555555556,0.26010101010101006,0.19696969696969696,Printed_extended
21,62,0.3387096774193548,0.23195084485407064,0.15437788018433177,Printed_extended
15,31,0.4838709677419355,0.4258064516129032,0.28817204301075267,Printed_extended
16,45,0.35555555555555557,0.34444444444444444,0.20416666666666666,Printed_extended
20,83,0.24096385542168675,0.7156626506024096,0.048192771084337345,Printed_extended
7,25,0.28,0.4457142857142857,0.12,Printed_extended
9,28,0.32142857142857145,0.32936507936507936,0.28174603174603174,Printed_extended
22,52,0.4230769230769231,0.5437062937062938,0.04895104895104894,Printed_extended
18,80,0.225,0.6972222222222222,0.037500000000000006,Printed_extended
11,25,0.44,0.2509090909090909,0.2509090909090909,Printed_extended
19,36,0.5277777777777778,0.4751461988304093,0.1695906432748538,Printed_extended
6,9,0.6666666666666666,0.35185185185185186,0.07407407407407407,Printed_extended
18,29,0.6206896551724138,0.2873563218390805,0.1743295019157088,Printed_extended
18,137,0.13138686131386862,0.5746147607461477,0.08231954582319546,Printed_extended
16,45,0.35555555555555557,0.3194444444444444,0.20833333333333331,Printed_extended
14,116,0.1206896551724138,0.19396551724137934,0.23214285714285715,Printed_extended
12,40,0.3,0.25416666666666665,0.22916666666666666,Printed_extended
22,183,0.12021857923497267,0.25608544461003474,0.14778936910084453,Printed_extended
20,77,0.2597402597402597,0.2545454545454546,0.15194805194805192,Printed_extended
16,21,0.7619047619047619,0.44345238095238093,0.23511904761904762,Printed_extended
20,80,0.25,0.5293749999999999,0.049999999999999996,Printed_extended
8,23,0.34782608695652173,0.27717391304347827,0.2391304347826087,Printed_extended
21,46,0.45652173913043476,0.2505175983436853,0.13768115942028986,Printed_extended
12,43,0.27906976744186046,0.23449612403100772,0.23449612403100775,Printed_extended
22,83,0.26506024096385544,0.23986856516977,0.15991237677984665,Printed_extended
44,73,0.6027397260273972,0.25466998754669984,0.22727272727272724,Printed_extended
16,9,1.7777777777777777,0.4444444444444444,0.25,Printed_extended
22,116,0.1896551724137931,0.3177899686520376,0.14420062695924765,Printed_extended
13,31,0.41935483870967744,0.16377171215880895,0.2679900744416873,Printed_extended
20,65,0.3076923076923077,0.7007692307692307,0.06692307692307693,Printed_extended
16,151,0.10596026490066225,0.30049668874172186,0.19950331125827814,Printed_extended
20,40,0.5,0.36375,0.18249999999999997,Printed_extended
13,50,0.26,0.2153846153846154,0.20000000000000004,Printed_extended
15,105,0.14285714285714285,0.2368253968253968,0.1987301587301587,Printed_extended
21,58,0.3620689655172414,0.26847290640394084,0.16666666666666669,Printed_extended
14,24,0.5833333333333334,0.3244047619047619,0.1785714285714286,Printed_extended
16,45,0.35555555555555557,0.3527777777777778,0.20416666666666666,Printed_extended
8,23,0.34782608695652173,0.27717391304347827,0.2391304347826087,Printed_extended
15,41,0.36585365853658536,0.21463414634146344,0.25853658536585367,Printed_extended
22,46,0.4782608695652174,0.26185770750988147,0.14229249011857706,Printed_extended
39,25,1.56,0.33230769230769225,0.1271794871794872,Printed_extended
24,49,0.4897959183673469,0.33163265306122447,0.13860544217687074,Printed_extended
6,22,0.2727272727272727,0.8181818181818182,0.09090909090909093,Printed_extended
9,18,0.5,0.5925925925925926,0.08024691358024691,Printed_extended
12,56,0.21428571428571427,0.2261904761904762,0.26339285714285715,Printed_extended
21,128,0.1640625,0.26971726190476186,0.14248511904761904,Printed_extended
15,33,0.45454545454545453,0.23434343434343438,0.19595959595959597,Printed_extended
21,69,0.30434782608695654,0.23602484472049684,0.13595583160800553,Printed_extended
20,52,0.38461538461538464,0.21634615384615388,0.12019230769230768,Printed_extended
19,36,0.5277777777777778,0.4546783625730994,0.17105263157894735,Printed_extended
12,52,0.23076923076923078,0.2708333333333333,0.22756410256410256,Printed_extended
20,62,0.3225806451612903,0.23951612903225808,0.15564516129032255,Printed_extended
16,17,0.9411764705882353,0.25735294117647056,0.18382352941176472,Printed_extended
14,121,0.11570247933884298,0.22904368358913813,0.21546635182998822,Printed_extended
6,22,0.2727272727272727,0.25,0.13636363636363635,Printed_extended
13,50,0.26,0.2553846153846154,0.19230769230769232,Printed_extended
26,90,0.28888888888888886,0.38632478632478623,0.13589743589743591,Printed_extended
39,25,1.56,0.638974358974359,0.06256410256410258,Printed_extended
25,131,0.19083969465648856,0.26656488549618323,0.15236641221374045,Printed_extended
18,75,0.24,0.24074074074074076,0.1444444444444445,Printed_extended
19,107,0.17757009345794392,0.29414658140678795,0.176094441711756,Printed_extended
18,94,0.19148936170212766,0.30791962174940896,0.19444444444444445,Printed_extended
21,80,0.2625,0.18154761904761904,0.12261904761904763,Printed_extended
20,62,0.3225806451612903,0.23951612903225805,0.15564516129032255,Printed_extended
14,145,0.09655172413793103,0.2497536945812808,0.20935960591133004,Printed_extended
21,58,0.3620689655172414,0.26354679802955666,0.1633825944170772,Printed_extended
17,148,0.11486486486486487,0.24523052464228937,0.18600953895071543,Printed_extended
24,52,0.46153846153846156,0.26282051282051283,0.17708333333333334,Printed_extended
22,16,1.375,0.41193181818181823,0.14488636363636365,Printed_extended
18,75,0.24,0.3044444444444444,0.1540740740740741,Printed_extended
22,17,1.2941176470588236,0.24866310160427804,0.16844919786096255,Printed_extended
35,258,0.13565891472868216,0.17906976744186048,0.1796234772978959,Printed_extended
21,69,0.30434782608695654,0.23188405797101447,0.13595583160800553,Printed_extended
15,156,0.09615384615384616,0.31410256410256404,0.1606837606837607,Printed_extended
22,41,0.5365853658536586,0.5875831485587583,0.09977827050997784,Printed_extended
16,51,0.3137254901960784,0.15808823529411764,0.12990196078431374,Printed_extended
24,148,0.16216216216216217,0.18018018018018017,0.13597972972972974,Printed_extended
39,25,1.56,0.3466666666666666,0.12102564102564105,Printed_extended
19,107,0.17757009345794392,0.677816035415642,0.024594195769798325,Printed_extended
18,137,0.13138686131386862,0.2291159772911598,0.18126520681265207,Printed_extended
15,340,0.04411764705882353,0.3037254901960785,0.1668627450980392,Printed_extended
15,103,0.14563106796116504,0.34627831715210367,0.21877022653721678,Printed_extended
20,62,0.3225806451612903,0.25241935483870964,0.15564516129032255,Printed_extended
13,110,0.11818181818181818,0.24685314685314685,0.2629370629370629,Printed_extended
21,58,0.3620689655172414,0.2701149425287356,0.1633825944170772,Printed_extended
13,110,0.11818181818181818,0.24685314685314685,0.2629370629370629,Printed_extended
15,71,0.2112676056338028,0.3276995305164319,0.20375586854460095,Printed_extended
39,25,1.56,0.33948717948717944,0.12102564102564105,Printed_extended
24,148,0.16216216216216217,0.22409909909909914,0.134009009009009,Printed_extended
18,125,0.144,0.7097777777777778,0.05466666666666667,Printed_extended
16,151,0.10596026490066225,0.2843543046357616,0.2052980132450331,Printed_extended
18,75,0.24,0.3059259259259259,0.14814814814814814,Printed_extended
22,41,0.5365853658536586,0.352549889135255,0.17516629711751666,Printed_extended
15,105,0.14285714285714285,0.22412698412698412,0.19555555555555557,Printed_extended
15,206,0.07281553398058252,0.17022653721682846,0.201294498381877,Printed_extended
22,17,1.2941176470588236,0.3315508021390374,0.15775401069518716,Printed_extended
20,83,0.24096385542168675,0.2542168674698796,0.1644578313253012,Printed_extended
9,23,0.391304347826087,0.23671497584541062,0.05314009661835748,Printed_extended
15,71,0.2112676056338028,0.2985915492957745,0.21596244131455403,Printed_extended
24,41,0.5853658536585366,0.4197154471544716,0.13922764227642279,Printed_extended
24,148,0.16216216216216217,0.22072072072072074,0.14076576576576577,Printed_extended
22,41,0.5365853658536586,0.352549889135255,0.17516629711751666,Printed_extended
39,25,1.56,0.6430769230769231,0.0676923076923077,Printed_extended
24,148,0.16216216216216217,0.21480855855855854,0.1402027027027027,Printed_extended
15,340,0.04411764705882353,0.31568627450980397,0.16627450980392153,Printed_extended
11,25,0.44,0.26909090909090905,0.2545454545454545,Printed_extended
18,80,0.225,0.2777777777777778,0.18888888888888888,Printed_extended
11,36,0.3055555555555556,0.22979797979797978,0.21212121212121213,Printed_extended
8,23,0.34782608695652173,0.24456521739130435,0.2391304347826087,Printed_extended
20,53,0.37735849056603776,0.27735849056603773,0.14716981132075474,Printed_extended
21,80,0.2625,0.17559523809523808,0.11785714285714288,Printed_extended
24,148,0.16216216216216217,0.2159346846846847,0.14132882882882883,Printed_extended
14,69,0.2028985507246377,0.2370600414078675,0.19047619047619047,Printed_extended
15,93,0.16129032258064516,0.4845878136200717,0.1218637992831541,Printed_extended
19,91,0.2087912087912088,0.21631000578369,0.17235396182764604,Printed_extended
10,29,0.3448275862068966,0.5206896551724138,0.15517241379310343,Printed_extended
11,36,0.3055555555555556,0.5176767676767677,0.08080808080808081,Printed_extended
15,71,0.2112676056338028,0.328638497652582,0.20375586854460095,Printed_extended
12,151,0.07947019867549669,0.5794701986754967,0.1346578366445916,Printed_extended
15,31,0.4838709677419355,0.3204301075268817,0.07096774193548387,Printed_extended
15,21,0.7142857142857143,0.6444444444444444,0.05079365079365079,Printed_extended
17,149,0.11409395973154363,0.2538491906829846,0.18673509672325309,Printed_extended
22,116,0.1896551724137931,0.3154388714733542,0.15595611285266456,Printed_extended
18,29,0.6206896551724138,0.2873563218390805,0.1743295019157088,Printed_extended
15,22,0.6818181818181818,0.37575757575757573,0.2424242424242425,Printed_extended
14,24,0.5833333333333334,0.3273809523809524,0.1785714285714286,Printed_extended
22,83,0.26506024096385544,0.19660460021905804,0.16210295728368018,Printed_extended
9,23,0.391304347826087,0.27053140096618356,0.26570048309178745,Printed_extended
13,31,0.41935483870967744,0.22332506203473945,0.3076923076923077,Printed_extended
17,148,0.11486486486486487,0.23052464228934813,0.18680445151033387,Printed_extended
15,31,0.4838709677419355,0.46021505376344085,0.27956989247311825,Printed_extended
21,128,0.1640625,0.2704613095238095,0.14248511904761904,Printed_extended
18,94,0.19148936170212766,0.309692671394799,0.19562647754137116,Printed_extended
15,103,0.14563106796116504,0.3462783171521036,0.21877022653721678,Printed_extended
35,258,0.13565891472868216,0.17785160575858247,0.1725359911406423,Printed_extended
19,91,0.2087912087912088,0.21573163678426838,0.1839213418160787,Printed_extended
15,52,0.28846153846153844,0.2551282051282051,0.2064102564102564,Printed_extended
14,44,0.3181818181818182,0.2759740259740259,0.2272727272727273,Printed_extended
15,48,0.3125,0.23749999999999996,0.2013888888888889,Printed_extended
12,24,0.5,0.23958333333333334,0.2152777777777778,Printed_extended
16,45,0.35555555555555557,0.3375,0.20416666666666666,Printed_extended
37,52,0.7115384615384616,0.1528066528066528,0.09615384615384616,Printed_extended
15,105,0.14285714285714285,0.23682539682539683,0.20571428571428568,Printed_extended
35,258,0.13565891472868216,0.17785160575858247,0.1725359911406423,Printed_extended
6,12,0.5,0.19444444444444445,0.1111111111111111,Printed_extended
8,37,0.21621621621621623,0.27364864864864863,0.25,Printed_extended
15,156,0.09615384615384616,0.2551282051282051,0.15427350427350428,Printed_extended
17,212,0.08018867924528301,0.27386237513873474,0.14261931187569368,Printed_extended
39,25,1.56,0.34461538461538466,0.11897435897435898,Printed_extended
12,24,0.5,0.2604166666666667,0.22916666666666666,Printed_extended
17,148,0.11486486486486487,0.24523052464228937,0.18600953895071543,Printed_extended
12,162,0.07407407407407407,0.22839506172839505,0.19032921810699588,Printed_extended
24,41,0.5853658536585366,0.40345528455284557,0.13821138211382114,Printed_extended
9,18,0.5,0.2962962962962962,0.18518518518518517,Printed_extended
22,41,0.5365853658536586,0.352549889135255,0.17516629711751666,Printed_extended
15,94,0.1595744680851064,0.23333333333333334,0.20567375886524822,Printed_extended
15,48,0.3125,0.28611111111111115,0.19444444444444445,Printed_extended
24,148,0.16216216216216217,0.2150900900900901,0.13457207207207209,Printed_extended
21,23,0.9130434782608695,0.339544513457557,0.1656314699792961,Printed_extended
13,151,0.08609271523178808,0.2419765664798777,0.24808965868568517,Printed_extended
22,84,0.2619047619047619,0.2505411255411255,0.158008658008658,Printed_extended
18,142,0.1267605633802817,0.2895148669796557,0.1639280125195618,Printed_extended
12,52,0.23076923076923078,0.28044871794871795,0.22756410256410256,Printed_extended
37,52,0.7115384615384616,0.44490644490644493,0.04573804573804574,Printed_extended
12,25,0.48,0.21333333333333332,0.2333333333333333,Printed_extended
12,24,0.5,0.24652777777777776,0.2152777777777778,Printed_extended
6,12,0.5,0.2638888888888889,0.13888888888888887,Printed_extended
18,23,0.782608695652174,0.4347826086956521,0.16183574879227053,Printed_extended
15,340,0.04411764705882353,0.29843137254901964,0.16372549019607838,Printed_extended
21,77,0.2727272727272727,0.2374768089053803,0.15213358070500926,Printed_extended
15,33,0.45454545454545453,0.23434343434343433,0.21212121212121218,Printed_extended
37,52,0.7115384615384616,0.1528066528066528,0.09615384615384616,Printed_extended
21,69,0.30434782608695654,0.23602484472049687,0.13595583160800553,Printed_extended
10,29,0.3448275862068966,0.24827586206896554,0.17241379310344826,Printed_extended
22,69,0.3188405797101449,0.22529644268774707,0.13570487483530966,Printed_extended
17,148,0.11486486486486487,0.24880763116057236,0.18521462639109698,Printed_extended
22,41,0.5365853658536586,0.37472283813747226,0.17516629711751666,Printed_extended
9,10,0.9,0.38888888888888895,0.1111111111111111,Printed_extended
35,258,0.13565891472868216,0.18892580287929125,0.17519379844961241,Printed_extended
15,94,0.1595744680851064,0.6312056737588653,0.0900709219858156,Printed_extended
20,48,0.4166666666666667,0.31145833333333334,0.15104166666666669,Printed_extended
26,90,0.28888888888888886,0.6670940170940172,0.08034188034188033,Printed_extended
22,69,0.3188405797101449,0.1982872200263505,0.13438735177865616,Printed_extended
20,77,0.2597402597402597,0.2363636363636364,0.15454545454545454,Printed_extended
18,125,0.144,0.2444444444444445,0.2111111111111111,Printed_extended
12,40,0.3,0.6395833333333333,0.12291666666666666,Printed_extended
12,151,0.07947019867549669,0.24448123620309054,0.2588300220750552,Printed_extended
14,88,0.1590909090909091,0.20454545454545456,0.25974025974025977,Printed_extended
20,53,0.37735849056603776,0.27735849056603773,0.14716981132075474,Printed_extended
12,25,0.48,0.36333333333333334,0.13999999999999999,Printed_extended
16,61,0.26229508196721313,0.36577868852459017,0.26331967213114754,Printed_extended
18,66,0.2727272727272727,0.4772727272727273,0.0909090909090909,Printed_extended
15,21,0.7142857142857143,0.40634920634920635,0.2444444444444444,Printed_extended
15,156,0.09615384615384616,0.32051282051282054,0.16153846153846155,Printed_extended
22,41,0.5365853658536586,0.2516629711751663,0.139689578713969,Printed_extended
20,48,0.4166666666666667,0.31979166666666664,0.15,Printed_extended
20,48,0.4166666666666667,0.26145833333333335,0.15312499999999998,Printed_extended
